protein	lifestyle	call	catalytic_residues
Gyman1_967713	SAP	intact	EE
Gyman1_983685	SAP	intact	EE
Gyman1_993209	SAP	intact	EE
Gyman1_998380	SAP	fragment	-E
Rusear1_1146489	ECM	intact	EE
Rusear1_1154293	ECM	intact	EE
Rusear1_123292	ECM	intact	EE
Rusear1_1252979	ECM	intact	EE
Rusear1_1253040	ECM	intact	EE
Rusear1_1274013	ECM	intact	EE
Rusear1_1293847	ECM	disrupted	ED
Rusear1_1346922	ECM	disrupted	DA
Rusear1_1355857	ECM	intact	EE
Rusear1_1365664	ECM	intact	EE
Rusear1_725533	ECM	intact	EE
Rusear1_750623	ECM	intact	EE
Rusear1_978787	ECM	intact	EE
Rusear1_997036	ECM	intact	EE
Suiame1_1001301	ECM	intact	EE
Suiame1_1004711	ECM	intact	EE
Suiame1_1010940	ECM	disrupted	DG
Suiame1_1045104	ECM	intact	EE
Suiame1_1087610	ECM	fragment	E-
Suiame1_1089725	ECM	intact	EE
Suiame1_1095941	ECM	disrupted	DG
Suiame1_237613	ECM	intact	EE
Suiame1_261489	ECM	disrupted	DA
Suiame1_426467	ECM	intact	EE
Suiame1_722126	ECM	intact	EE
Suiame1_745773	ECM	intact	EE
Suiame1_745977	ECM	intact	EE
Suiame1_86213	ECM	disrupted	DG
Suiame1_867185	ECM	intact	EE
Suiame1_869481	ECM	intact	EE
Suiame1_871058	ECM	intact	EE
Suiame1_875222	ECM	intact	EE
Suiame1_902006	ECM	intact	EE
Suiame1_922148	ECM	intact	EE
Suiame1_946172	ECM	intact	EE
Suiame1_960966	ECM	intact	EE
Lacam2_105002	ECM	intact	EE
Lacam2_107120	ECM	disrupted	NA
Lacam2_110839	ECM	intact	EE
Lacam2_132197	ECM	intact	EE
Lacam2_15116	ECM	fragment	E-
Lacam2_461758	ECM	intact	EE
Lacam2_538257	ECM	intact	EE
Lacam2_649501	ECM	intact	EE
Lacam2_658295	ECM	disrupted	DA
Lacam2_675001	ECM	intact	EE
Lacam2_676638	ECM	intact	EE
Lacam2_677028	ECM	intact	EE
Lacam2_680108	ECM	intact	EE
Lacam2_681246	ECM	intact	EE
Lacam2_682602	ECM	intact	EE
Lacam2_682758	ECM	intact	EE
Lacam2_683065	ECM	intact	EE
Lacam2_683741	ECM	disrupted	DA
Lacam2_87374	ECM	intact	EE
Lacam2_89218	ECM	intact	EE
Lacam2_9028	ECM	intact	EE
Lacam2_90684	ECM	intact	EE
Trire2_120312	SAP	intact	EE
Trire2_53731	SAP	intact	EE
Trire2_56996	SAP	intact	EE
Trire2_64375	SAP	intact	EE
Trire2_64906	SAP	intact	EE
Trire2_71554	SAP	intact	EE
Trire2_77506	SAP	intact	EE
Trire2_82616	SAP	intact	EE
Hyafin1_1006803	ERM	intact	EE
Hyafin1_1012088	ERM	intact	EE
Hyafin1_734961	ERM	fragment	E-
Hyafin1_740497	ERM	intact	EE
Hyafin1_747478	ERM	intact	EE
Hyafin1_754790	ERM	intact	EE
Hyafin1_767610	ERM	intact	EE
Hyafin1_775019	ERM	intact	EE
Hyafin1_786644	ERM	intact	EE
Hyafin1_805737	ERM	intact	EE
Hyafin1_830622	ERM	intact	EE
Hyafin1_870686	ERM	intact	EE
Hyafin1_875945	ERM	intact	EE
Hyafin1_889613	ERM	intact	EE
Hyafin1_907721	ERM	intact	EE
Hyafin1_913280	ERM	intact	EE
Hyafin1_939718	ERM	intact	EE
Hyafin1_942250	ERM	intact	EE
Hyafin1_945881	ERM	intact	EE
Hyafin1_954910	ERM	intact	EE
Hyafin1_958426	ERM	intact	EE
Hyavar1_144388	ERM	intact	EE
Hyavar1_156478	ERM	intact	EE
Hyavar1_252327	ERM	intact	EE
Hyavar1_352671	ERM	intact	EE
Hyavar1_363847	ERM	intact	EE
Hyavar1_366513	ERM	intact	EE
Hyavar1_369005	ERM	intact	EE
Hyavar1_379822	ERM	intact	EE
Hyavar1_386105	ERM	intact	EE
Hyavar1_410912	ERM	intact	EE
Hyavar1_462487	ERM	intact	EE
Hyavar1_462791	ERM	intact	EE
Hyavar1_468427	ERM	intact	EE
Hyavar1_478227	ERM	intact	EE
Hyavar1_489943	ERM	intact	EE
Hyavar1_493159	ERM	intact	EE
Hyavar1_493743	ERM	intact	EE
Hyavar1_494300	ERM	intact	EE
Hyavar1_500052	ERM	intact	EE
Hyavar1_503696	ERM	disrupted	ES
Hyavar1_509965	ERM	fragment	-E
Hyavar1_536830	ERM	fragment	E-
Hyavar1_547083	ERM	intact	EE
Hyavar1_549354	ERM	fragment	-E
Hyavar1_549756	ERM	intact	EE
Hyavar1_550285	ERM	intact	EE
Hyavar1_552816	ERM	intact	EE
Hyavar1_566306	ERM	intact	EE
Hyavar1_571285	ERM	disrupted	EK
Hyavar1_573970	ERM	intact	EE
Hyavar1_582536	ERM	fragment	-E
Hyavar1_585538	ERM	fragment	E-
Hyavar1_96538	ERM	intact	EE
Melbi2_522768	ERM	intact	EE
Melbi2_526807	ERM	intact	EE
Melbi2_528511	ERM	intact	EE
Melbi2_531784	ERM	intact	EE
Melbi2_549433	ERM	intact	EE
Melbi2_556582	ERM	disrupted	EK
Melbi2_578516	ERM	intact	EE
Melbi2_590713	ERM	intact	EE
Melbi2_594525	ERM	intact	EE
Melbi2_604836	ERM	intact	EE
Melbi2_608895	ERM	intact	EE
Melbi2_608936	ERM	intact	EE
Melbi2_618319	ERM	intact	EE
Melbi2_623036	ERM	intact	EE
Melbi2_628502	ERM	intact	EE
Melbi2_639984	ERM	intact	EE
Melbi2_641139	ERM	intact	EE
Melbi2_651152	ERM	intact	EE
Melbi2_652387	ERM	intact	EE
Melbi2_657863	ERM	intact	EE
Melbi2_658666	ERM	intact	EE
Melbi2_659644	ERM	intact	EE
Tulsp812A_1_15920	ORM	intact	EE
Tulsp812A_1_15981	ORM	intact	EE
Tulsp812A_1_571295	ORM	intact	EE
Tulsp812A_1_592563	ORM	intact	EE
Tulsp812A_1_603747	ORM	intact	EE
Tulsp812A_1_615000	ORM	intact	EE
Tulsp812A_1_615040	ORM	intact	EE
Tulsp812A_1_625974	ORM	intact	EE
Tulsp812A_1_663769	ORM	intact	EE
Tulsp812A_1_674984	ORM	intact	EE
Tulsp812A_1_678728	ORM	intact	EE
Tulsp812A_1_679520	ORM	intact	EE
Tulsp812A_1_679531	ORM	intact	EE
Tulsp812A_1_679540	ORM	intact	EE
Tulsp812A_1_688002	ORM	intact	EE
Tulsp812A_1_696186	ORM	intact	EE
Tulsp812A_1_700069	ORM	intact	EE
Tulsp812A_1_717062	ORM	intact	EE
Tulsp812A_1_721314	ORM	intact	EE
Tulsp812A_1_728250	ORM	intact	EE
Tulsp812A_1_744823	ORM	intact	EE
Tulsp812A_1_754566	ORM	intact	EE
Tulsp812A_1_761537	ORM	intact	EE
Tulsp812A_1_761551	ORM	fragment	G-
Tulsp812A_1_762500	ORM	intact	EE
Tulsp812A_1_766374	ORM	intact	EE
Tulsp812A_1_769324	ORM	intact	EE
Tulsp812A_1_776201	ORM	intact	EE
Tulsp812A_1_781948	ORM	disrupted	EY
Tulsp812A_1_847489	ORM	intact	EE
SuiFC429_1_1167323	ECM	intact	EE
SuiFC429_1_1173436	ECM	intact	EE
SuiFC429_1_1178011	ECM	intact	EE
SuiFC429_1_1181483	ECM	intact	EE
SuiFC429_1_1254995	ECM	intact	EE
SuiFC429_1_1265128	ECM	intact	EE
SuiFC429_1_1331997	ECM	intact	EE
SuiFC429_1_1337152	ECM	disrupted	DG
SuiFC429_1_1338021	ECM	intact	EE
SuiFC429_1_1359196	ECM	intact	EE
SuiFC429_1_1359589	ECM	intact	EE
SuiFC429_1_1359813	ECM	intact	EE
SuiFC429_1_1367777	ECM	intact	EE
SuiFC429_1_1369705	ECM	intact	EE
SuiFC429_1_1399884	ECM	disrupted	DA
SuiFC429_1_143699	ECM	intact	EE
SuiFC429_1_473452	ECM	intact	EE
SuiFC429_1_765356	ECM	intact	EE
SuiFC429_1_765539	ECM	intact	EE
Bissp1_184455	SAP	disrupted	ER
Bissp1_247569	SAP	intact	EE
Bissp1_500638	SAP	intact	EE
Bissp1_502445	SAP	intact	EE
Bissp1_504816	SAP	intact	EE
Bissp1_506550	SAP	intact	EE
Bissp1_507897	SAP	intact	EE
Bissp1_520530	SAP	intact	EE
Bissp1_522102	SAP	intact	EE
Bissp1_524198	SAP	intact	EE
Bissp1_563352	SAP	intact	EE
Bissp1_583460	SAP	intact	EE
Bissp1_596304	SAP	intact	EE
Bissp1_608070	SAP	intact	EE
Bissp1_609848	SAP	intact	EE
Bissp1_643389	SAP	intact	EE
Bissp1_648297	SAP	intact	EE
Bissp1_662504	SAP	intact	EE
Bissp1_685728	SAP	intact	EE
Bissp1_685749	SAP	intact	EE
Bissp1_690287	SAP	intact	EE
Bissp1_694325	SAP	intact	EE
Fibsp1_1009717	SAP	disrupted	DG
Fibsp1_1037627	SAP	intact	EE
Fibsp1_1037879	SAP	intact	EE
Fibsp1_1037907	SAP	intact	EE
Fibsp1_1041438	SAP	intact	EE
Fibsp1_1041730	SAP	disrupted	DG
Fibsp1_1041735	SAP	disrupted	DG
Fibsp1_1041743	SAP	disrupted	DG
Fibsp1_1043268	SAP	intact	EE
Fibsp1_1043508	SAP	intact	EE
Fibsp1_1043517	SAP	intact	EE
Fibsp1_1043980	SAP	intact	EE
Fibsp1_1044681	SAP	intact	EE
Fibsp1_1047036	SAP	intact	EE
Fibsp1_1047127	SAP	intact	EE
Fibsp1_1048204	SAP	intact	EE
Fibsp1_1053206	SAP	intact	EE
Fibsp1_1053490	SAP	intact	EE
Fibsp1_1054246	SAP	intact	EE
Fibsp1_1054996	SAP	intact	EE
Fibsp1_1055241	SAP	intact	EE
Fibsp1_42918	SAP	intact	EE
Fibsp1_722636	SAP	intact	EE
Fibsp1_736632	SAP	intact	EE
Fibsp1_738777	SAP	intact	EE
Fibsp1_740402	SAP	intact	EE
Fibsp1_760513	SAP	intact	EE
Fibsp1_792728	SAP	intact	EE
Fibsp1_793707	SAP	disrupted	DG
Fibsp1_796935	SAP	intact	EE
Fibsp1_800460	SAP	intact	EE
Fibsp1_815053	SAP	intact	EE
Fibsp1_820677	SAP	intact	EE
Fibsp1_823965	SAP	disrupted	DG
Fibsp1_825335	SAP	intact	EE
Fibsp1_833029	SAP	intact	EE
Fibsp1_838112	SAP	intact	EE
Fibsp1_873454	SAP	intact	EE
Fibsp1_883434	SAP	intact	EE
Fibsp1_898573	SAP	disrupted	DG
Fibsp1_900817	SAP	disrupted	ED
Fibsp1_918429	SAP	intact	EE
Fibsp1_921170	SAP	intact	EE
Fibsp1_931471	SAP	intact	EE
Fibsp1_931477	SAP	intact	EE
Fibsp1_931480	SAP	intact	EE
Fibsp1_932541	SAP	intact	EE
Fibsp1_939096	SAP	intact	EE
Fibsp1_941471	SAP	intact	EE
Fibsp1_944469	SAP	intact	EE
Fibsp1_952390	SAP	disrupted	DG
Fibsp1_952391	SAP	disrupted	DG
Fibsp1_952484	SAP	intact	EE
Fibsp1_970429	SAP	intact	EE
Suiplac1_106085	ECM	intact	EE
Suiplac1_1378277	ECM	intact	EE
Suiplac1_1379673	ECM	disrupted	DG
Suiplac1_1442731	ECM	intact	EE
Suiplac1_1473492	ECM	intact	EE
Suiplac1_1502652	ECM	intact	EE
Suiplac1_1533356	ECM	intact	EE
Suiplac1_1580308	ECM	intact	EE
Suiplac1_1584571	ECM	intact	EE
Suiplac1_1585821	ECM	intact	EE
Suiplac1_1586007	ECM	intact	EE
Suiplac1_1589901	ECM	disrupted	DG
Suiplac1_1650910	ECM	intact	EE
Suiplac1_1677749	ECM	intact	EE
Suiplac1_275958	ECM	intact	EE
Suiplac1_437079	ECM	intact	EE
Asppari1_132601	PATH	intact	EE
Asppari1_162281	PATH	intact	EE
Asppari1_200525	PATH	intact	EE
Asppari1_230233	PATH	disrupted	EQ
Asppari1_237621	PATH	fragment	E-
Asppari1_25083	PATH	disrupted	EQ
Asppari1_280080	PATH	intact	EE
Asppari1_314991	PATH	intact	EE
Asppari1_353958	PATH	intact	EE
Asppari1_35887	PATH	intact	EE
Asppari1_381938	PATH	intact	EE
Asppari1_382887	PATH	intact	EE
Asppari1_383333	PATH	intact	EE
Asppari1_390023	PATH	intact	EE
Asppari1_393886	PATH	intact	EE
Suiqui1_16493	ECM	intact	EE
Suiqui1_548178	ECM	intact	EE
Suiqui1_728940	ECM	intact	EE
Suiqui1_729395	ECM	intact	EE
Suiqui1_739313	ECM	intact	EE
Suiqui1_741246	ECM	intact	EE
Suiqui1_742199	ECM	intact	EE
Suiqui1_744780	ECM	intact	EE
Suiqui1_816998	ECM	disrupted	DG
Suiqui1_836930	ECM	intact	EE
Suiqui1_838349	ECM	disrupted	NE
Suiqui1_840097	ECM	intact	EE
Suiqui1_859362	ECM	intact	EE
Suiqui1_916854	ECM	intact	EE
Suiqui1_920195	ECM	intact	EE
Suiqui1_934792	ECM	intact	EE
Suiqui1_966206	ECM	intact	EE
Chalo1_331342	SAP	fragment	-E
Chalo1_337310	SAP	intact	EE
Chalo1_343981	SAP	intact	EE
Chalo1_347645	SAP	intact	EE
Chalo1_348418	SAP	intact	EE
Chalo1_362486	SAP	intact	EE
Chalo1_381391	SAP	intact	EE
Chalo1_381799	SAP	intact	EE
Chalo1_395231	SAP	intact	EE
Chalo1_400772	SAP	intact	EE
Chalo1_403283	SAP	intact	EE
Chalo1_406559	SAP	intact	EE
Chalo1_408928	SAP	intact	EE
Chalo1_413291	SAP	intact	EE
Chalo1_424527	SAP	intact	EE
Chalo1_425411	SAP	intact	EE
Chalo1_425722	SAP	intact	EE
Chalo1_425763	SAP	intact	EE
Chalo1_443988	SAP	intact	EE
Chalo1_444345	SAP	intact	EE
Chalo1_467221	SAP	intact	EE
Chalo1_479485	SAP	fragment	-E
Chalo1_479908	SAP	intact	EE
Chalo1_491480	SAP	fragment	E-
Chalo1_492082	SAP	disrupted	ET
Chalo1_493000	SAP	intact	EE
Chalo1_493206	SAP	fragment	-E
Chalo1_496683	SAP	disrupted	ET
Chalo1_503092	SAP	intact	EE
Chalo1_535550	SAP	intact	EE
Chalo1_542084	SAP	intact	EE
Chalo1_544537	SAP	intact	EE
Chalo1_547651	SAP	intact	EE
Chalo1_550550	SAP	fragment	E-
Chalo1_557819	SAP	intact	EE
Chalo1_563971	SAP	intact	EE
Chalo1_564970	SAP	intact	EE
Chalo1_78849	SAP	intact	EE
Aurde3_1_1024338	WD	intact	EE
Aurde3_1_1148144	WD	intact	EE
Aurde3_1_1163753	WD	intact	EE
Aurde3_1_1186235	WD	intact	EE
Aurde3_1_1208086	WD	intact	EE
Aurde3_1_1219125	WD	intact	EE
Aurde3_1_1222115	WD	intact	EE
Aurde3_1_1228860	WD	intact	EE
Aurde3_1_1229521	WD	intact	EE
Aurde3_1_1230494	WD	intact	EE
Aurde3_1_1234052	WD	intact	EE
Aurde3_1_1235571	WD	intact	EE
Aurde3_1_123838	WD	intact	EE
Aurde3_1_124125	WD	intact	EE
Aurde3_1_1250869	WD	intact	EE
Aurde3_1_1271368	WD	intact	EE
Aurde3_1_1273308	WD	intact	EE
Aurde3_1_1273534	WD	intact	EE
Aurde3_1_1274533	WD	intact	EE
Aurde3_1_1274739	WD	intact	EE
Aurde3_1_1274844	WD	intact	EE
Aurde3_1_1275343	WD	disrupted	DA
Aurde3_1_1276417	WD	intact	EE
Aurde3_1_1276689	WD	intact	EE
Aurde3_1_1276857	WD	intact	EE
Aurde3_1_1278431	WD	intact	EE
Aurde3_1_1303621	WD	intact	EE
Aurde3_1_1303748	WD	intact	EE
Aurde3_1_1323432	WD	intact	EE
Aurde3_1_1329379	WD	intact	EE
Aurde3_1_1333153	WD	intact	EE
Aurde3_1_1336124	WD	intact	EE
Aurde3_1_1339132	WD	intact	EE
Aurde3_1_1362370	WD	intact	EE
Aurde3_1_138514	WD	intact	EE
Aurde3_1_139992	WD	intact	EE
Aurde3_1_1404932	WD	intact	EE
Aurde3_1_164951	WD	fragment	--
Aurde3_1_64877	WD	intact	EE
Aurde3_1_82949	WD	intact	EE
LaccKIS6_1_1052455	ECM	disrupted	TE
LaccKIS6_1_1059357	ECM	intact	EE
LaccKIS6_1_1067070	ECM	intact	EE
LaccKIS6_1_1070830	ECM	intact	EE
LaccKIS6_1_1078722	ECM	intact	EE
LaccKIS6_1_1081982	ECM	intact	EE
LaccKIS6_1_1115956	ECM	intact	EE
LaccKIS6_1_1117625	ECM	intact	EE
LaccKIS6_1_1118553	ECM	intact	EE
LaccKIS6_1_1119468	ECM	disrupted	DA
LaccKIS6_1_1130519	ECM	intact	EE
LaccKIS6_1_1132455	ECM	intact	EE
LaccKIS6_1_1163027	ECM	intact	EE
LaccKIS6_1_1181804	ECM	intact	EE
LaccKIS6_1_1184407	ECM	intact	EE
LaccKIS6_1_1212761	ECM	fragment	E-
LaccKIS6_1_1223469	ECM	fragment	E-
LaccKIS6_1_1226375	ECM	disrupted	DA
LaccKIS6_1_1228550	ECM	intact	EE
LaccKIS6_1_1233783	ECM	intact	EE
LaccKIS6_1_1236320	ECM	intact	EE
LaccKIS6_1_1238886	ECM	intact	EE
LaccKIS6_1_1239619	ECM	disrupted	EH
LaccKIS6_1_1240784	ECM	intact	EE
LaccKIS6_1_1250739	ECM	disrupted	DA
LaccKIS6_1_1269172	ECM	intact	EE
LaccKIS6_1_1290767	ECM	intact	EE
LaccKIS6_1_1290872	ECM	intact	EE
LaccKIS6_1_1292626	ECM	disrupted	DA
LaccKIS6_1_1302746	ECM	intact	EE
LaccKIS6_1_1305697	ECM	intact	EE
LaccKIS6_1_1309335	ECM	intact	EE
LaccKIS6_1_1322771	ECM	intact	EE
LaccKIS6_1_1323685	ECM	intact	EE
LaccKIS6_1_1324867	ECM	intact	EE
LaccKIS6_1_1331022	ECM	intact	EE
LaccKIS6_1_1339424	ECM	fragment	-E
LaccKIS6_1_1348108	ECM	intact	EE
LaccKIS6_1_1358252	ECM	intact	EE
LaccKIS6_1_1358603	ECM	intact	EE
LaccKIS6_1_615010	ECM	intact	EE
LaccKIS6_1_659347	ECM	disrupted	DA
LaccKIS6_1_823318	ECM	fragment	E-
LaccKIS6_1_930557	ECM	intact	EE
LaccKIS6_1_945802	ECM	fragment	K-
LaccKIS6_1_965541	ECM	disrupted	DA
LaccKIS6_1_968474	ECM	intact	EE
LaccKIS6_1_983917	ECM	disrupted	DA
Suilquie1_1053501	ECM	intact	EE
Suilquie1_1058673	ECM	disrupted	DG
Suilquie1_1076358	ECM	intact	EE
Suilquie1_1107543	ECM	intact	EE
Suilquie1_1115420	ECM	intact	EE
Suilquie1_1124410	ECM	intact	EE
Suilquie1_1152452	ECM	intact	EE
Suilquie1_1168718	ECM	disrupted	DG
Suilquie1_1186011	ECM	intact	EE
Suilquie1_484832	ECM	intact	EE
Suilquie1_711468	ECM	intact	EE
Suilquie1_83057	ECM	intact	EE
Suilquie1_849075	ECM	intact	EE
Suilquie1_89252	ECM	intact	EE
Suilquie1_989548	ECM	intact	EE
Suilquie1_990397	ECM	intact	EE
Suilquie1_995678	ECM	disrupted	NE
Suilquie1_999173	ECM	intact	EE
Tubmel1_1601808	ECM	intact	EE
Tubmel1_2395495	ECM	intact	EE
Tubmel1_2441206	ECM	intact	EE
Tubmel1_2500884	ECM	intact	EE
Tubmel1_2544586	ECM	intact	EE
Tubmel1_2763916	ECM	intact	EE
Conpu1_101154	WD	intact	EE
Conpu1_105137	WD	intact	EE
Conpu1_109457	WD	intact	EE
Conpu1_112511	WD	intact	EE
Conpu1_119678	WD	intact	EE
Conpu1_125964	WD	intact	EE
Conpu1_127584	WD	intact	EE
Conpu1_132136	WD	intact	EE
Conpu1_134226	WD	intact	EE
Conpu1_135370	WD	intact	EE
Conpu1_138982	WD	intact	EE
Conpu1_139408	WD	intact	EE
Conpu1_140042	WD	intact	EE
Conpu1_146697	WD	intact	EE
Conpu1_161610	WD	intact	EE
Conpu1_48318	WD	intact	EE
Conpu1_79872	WD	disrupted	GG
Conpu1_85498	WD	intact	EE
Conpu1_93622	WD	intact	EE
Conpu1_96105	WD	intact	EE
Geocar1_101751	ECM	intact	EE
Geocar1_28606	ECM	intact	EE
Geocar1_344040	ECM	intact	EE
Geocar1_619696	ECM	intact	EE
Geocar1_625252	ECM	intact	EE
Geocar1_630933	ECM	disrupted	ET
Geocar1_638627	ECM	intact	EE
Geocar1_681996	ECM	intact	EE
Geocar1_694294	ECM	intact	EE
Geocar1_700468	ECM	intact	EE
Geocar1_711972	ECM	intact	EE
Geocar1_714973	ECM	intact	EE
Geocar1_716387	ECM	intact	EE
Geocar1_725277	ECM	intact	EE
Geocar1_782050	ECM	intact	EE
Geocar1_790805	ECM	intact	EE
Pleost1_1104735	WD	disrupted	DG
Pleost1_1106167	WD	intact	EE
Pleost1_1109687	WD	intact	EE
Pleost1_1123418	WD	intact	EE
Pleost1_1139671	WD	intact	EE
Pleost1_1141602	WD	intact	EE
Pleost1_1205543	WD	intact	EE
Pleost1_1207002	WD	intact	EE
Pleost1_1269760	WD	intact	EE
Pleost1_1271773	WD	intact	EE
Pleost1_1279050	WD	intact	EE
Pleost1_1298548	WD	intact	EE
Pleost1_1303474	WD	intact	EE
Pleost1_1305059	WD	intact	EE
Pleost1_1305071	WD	intact	EE
Pleost1_1354187	WD	intact	EE
Pleost1_228422	WD	intact	EE
Pleost1_376258	WD	intact	EE
Pleost1_683925	WD	intact	EE
Rusbre1_1003023	ECM	intact	EE
Rusbre1_1009087	ECM	intact	EE
Rusbre1_1051342	ECM	intact	EE
Rusbre1_1096346	ECM	intact	EE
Rusbre1_1173267	ECM	intact	EE
Rusbre1_714381	ECM	intact	EE
Rusbre1_904750	ECM	intact	EE
Rusbre1_906195	ECM	intact	EE
Rusbre1_986680	ECM	disrupted	DA
Rusbre1_986705	ECM	disrupted	DA
Rusbre1_993512	ECM	intact	EE
Elamur1_1019613	ECM	intact	EE
Elamur1_1079406	ECM	intact	EE
Elamur1_163335	ECM	intact	EE
Elamur1_816915	ECM	intact	EE
Elamur1_885291	ECM	intact	EE
Elamur1_984647	ECM	intact	EE
Elamur1_994198	ECM	intact	EE
Elamur1_997388	ECM	intact	EE
Pilsph1_246638	ECM	intact	EE
Pilsph1_454560	ECM	intact	EE
Pilsph1_515770	ECM	intact	EE
Pilsph1_667066	ECM	intact	EE
Pilsph1_675646	ECM	intact	EE
Pilsph1_680446	ECM	intact	EE
Pilsph1_736134	ECM	intact	EE
Pilsph1_767033	ECM	disrupted	DG
Pilsph1_776037	ECM	disrupted	DA
Pilsph1_834902	ECM	intact	EE
Pilsph1_842116	ECM	intact	EE
Pilsph1_862486	ECM	intact	EE
Pilsph1_931602	ECM	intact	EE
Pilsph1_935586	ECM	intact	EE
Crula1_506092	SAP	intact	EE
Crula1_613002	SAP	intact	EE
Crula1_618962	SAP	intact	EE
Crula1_626284	SAP	intact	EE
Crula1_634686	SAP	intact	EE
Crula1_648799	SAP	intact	EE
Crula1_657713	SAP	intact	EE
Crula1_676674	SAP	intact	EE
Crula1_677263	SAP	intact	EE
Crula1_695305	SAP	disrupted	KE
Crula1_695375	SAP	intact	EE
Crula1_699851	SAP	intact	EE
Crula1_702084	SAP	intact	EE
Crula1_705065	SAP	intact	EE
Crula1_716312	SAP	intact	EE
Crula1_719452	SAP	disrupted	DG
Crula1_720527	SAP	intact	EE
Crula1_721851	SAP	intact	EE
Crula1_722410	SAP	intact	EE
Crula1_728305	SAP	intact	EE
Crula1_728641	SAP	intact	EE
Crula1_728688	SAP	intact	EE
Crula1_734468	SAP	intact	EE
Crula1_753230	SAP	intact	EE
Corarc1_1714911	ECM	fragment	--
Corarc1_1725857	ECM	disrupted	DG
Corarc1_1796437	ECM	intact	EE
Corarc1_1854893	ECM	intact	EE
Corarc1_1882383	ECM	intact	EE
Corarc1_1903073	ECM	intact	EE
Corarc1_1925509	ECM	intact	EE
Corarc1_1945617	ECM	intact	EE
Corarc1_1983014	ECM	intact	EE
Corarc1_1993366	ECM	disrupted	DG
Corarc1_2067973	ECM	intact	EE
Corarc1_2070374	ECM	intact	EE
Corarc1_2075302	ECM	intact	EE
Corarc1_2145380	ECM	intact	EE
Corarc1_813741	ECM	intact	EE
Corarc1_898427	ECM	intact	EE
Corarc1_947452	ECM	intact	EE
Phchr2_140501	WD	intact	EE
Phchr2_2895579	WD	intact	EE
Phchr2_2902609	WD	intact	EE
Phchr2_2915237	WD	intact	EE
Phchr2_2932560	WD	intact	EE
Phchr2_2943450	WD	intact	EE
Phchr2_2950731	WD	intact	EE
Phchr2_2955500	WD	intact	EE
Phchr2_2971505	WD	intact	EE
Phchr2_2976412	WD	intact	EE
Phchr2_2979836	WD	intact	EE
Phchr2_2981757	WD	intact	EE
Phchr2_2985730	WD	intact	EE
Phchr2_2988862	WD	intact	EE
Phchr2_2989703	WD	intact	EE
Phchr2_3007303	WD	intact	EE
Phchr2_3014854	WD	intact	EE
Phchr2_3024315	WD	intact	EE
Phchr2_3029839	WD	intact	EE
Lachat1_2795215	ECM	intact	EE
Lachat1_2924034	ECM	intact	EE
Lachat1_2948681	ECM	intact	EE
Lachat1_3065724	ECM	fragment	E-
Lachat1_3071725	ECM	disrupted	DG
Lachat1_3087111	ECM	intact	EE
Lachat1_3098945	ECM	intact	EE
Lachat1_3116175	ECM	intact	EE
Lachat1_3165592	ECM	intact	EE
Lachat1_3237278	ECM	intact	EE
Neucr_trp3_1_10489	SAP	intact	EE
Neucr_trp3_1_1211894	SAP	intact	EE
Neucr_trp3_1_1312	SAP	intact	EE
Neucr_trp3_1_1949	SAP	intact	EE
Neucr_trp3_1_3638	SAP	intact	EE
Neucr_trp3_1_9132	SAP	intact	EE
Kurarg1_245279	ECM	intact	EE
Kurarg1_383520	ECM	intact	EE
Kurarg1_461812	ECM	intact	EE
Kurarg1_462159	ECM	intact	EE
Kurarg1_490662	ECM	intact	EE
Kurarg1_535899	ECM	intact	EE
Kurarg1_545566	ECM	intact	EE
Kurarg1_592932	ECM	intact	EE
Kurarg1_801808	ECM	intact	EE
Kurarg1_802168	ECM	disrupted	DG
Kurarg1_810089	ECM	intact	EE
Kurarg1_886276	ECM	intact	EE
Kurarg1_914834	ECM	intact	EE
Kurarg1_920596	ECM	intact	EE
Kurarg1_920773	ECM	intact	EE
Kurarg1_935328	ECM	intact	EE
Kurarg1_942881	ECM	intact	EE
Kurarg1_952802	ECM	intact	EE
Kurarg1_962804	ECM	intact	EE
Kurarg1_969360	ECM	intact	EE
Stasp1_212017	PATH	intact	EE
Stasp1_232733	PATH	intact	EE
Stasp1_265794	PATH	intact	EE
Stasp1_277728	PATH	fragment	E-
Stasp1_283450	PATH	intact	EE
Stasp1_293499	PATH	intact	EE
Stasp1_295824	PATH	intact	EE
Stasp1_296860	PATH	intact	EE
Stasp1_313509	PATH	intact	EE
Stasp1_315217	PATH	fragment	-E
Stasp1_318129	PATH	disrupted	RE
Stasp1_321260	PATH	intact	EE
Stasp1_328991	PATH	intact	EE
Stasp1_337926	PATH	intact	EE
Stasp1_337949	PATH	intact	EE
Stasp1_339072	PATH	intact	EE
Stasp1_350365	PATH	intact	EE
Stasp1_362204	PATH	disrupted	ES
Stasp1_366023	PATH	intact	EE
Stasp1_366442	PATH	intact	EE
Stasp1_87487	PATH	intact	EE
Pismi_AB1_1_1009274	ECM	intact	EE
Pismi_AB1_1_1047631	ECM	disrupted	DA
Pismi_AB1_1_1150520	ECM	intact	EE
Pismi_AB1_1_1203200	ECM	disrupted	DS
Pismi_AB1_1_1212334	ECM	fragment	E-
Pismi_AB1_1_1212335	ECM	intact	EE
Pismi_AB1_1_1214864	ECM	intact	EE
Pismi_AB1_1_358213	ECM	intact	EE
Pismi_AB1_1_809189	ECM	disrupted	DA
